"clean_comment";"label"
"logger trace evt already received";"CODE"
"collectedtypinginfo";"-"
"return";"IRRE"
"try";"CODE"
"wait waitfor";"CODE"
"catch interruptedexception ex";"CODE"
"logger debug";"-"
"interrupted while waiting for a subscription evt ex";"CODE"
"the follwoing methods only have dummy implementations here as they";"TASK"
"do not interest us complete implementatios are provider in the";"CODE"
"basic instant messaging operation set";"IRRE"
"public void buddyinfoupdated icbmservice service screenname buddy";"CODE"
"icbmbuddyinfo info";"-"
"public void conversationclosed conversation c";"CODE"
"public void gotmessage conversation c messageinfo minfo";"CODE"
"public void gototherevent conversation conversation";"CODE"
"conversationeventinfo event";"-"
"public void sentotherevent conversation conversation";"CODE"
"conversationeventinfo event";"-"
"public void cansendmessagechanged conversation c boolean cansend";"CODE"
"public void conversationopened conversation c";"CODE"
"public void newconversation icbmservice service conversation conv";"CODE"
"public void sentmessage conversation c messageinfo minfo";"CODE"
"add an event collector that will collect all events during the";"TASK"
"registration and allow us to later inspect them and make sure";"-"
"they were properly dispatched";"-"
"register both our providers";"-"
"give it enough time to register we won t really have to wait all this";"CODE"
"time since the registration event collector would notify us the moment";"-"
"we get signed on";"CODE"
"make sure that the registration process trigerred the corresponding";"-"
"events";"-"
"now the same for provider 2";"CODE"
"make sure that keys which are supposed to be class names correspond";"CODE"
"what the class of the values recorded against them";"IRRE"
"user is local user remove listener";"-"
"errors signal fatal situation so assume connection is lost and";"CODE"
"unregister";"-"
"errors signal fatal situation so assume connection is lost and";"CODE"
"unregister";"-"
"fifo query list to be shared between presence watcher task and";"TASK"
"presence reply listener";"-"
"the ison reply contains the most overhead so base the maximum";"IRRE"
"number of nicks limit on that";"-"
"initialize new data types";"IRRE"
"send remaining entries";"CODE"
"if no query list exists we can only update nicks that";"CODE"
"are online since we do not know who we have actually";"META"
"queried for";"CODE"
"stop presence watcher task";"TASK"
"stop presence watcher task";"TASK"
"stop presence watcher task";"TASK"
"user is some other user so check if we are watching that nick";"IRRE"
"parse isupport parameters";"IRRE"
"if we already joined this particular chatroom no further action";"CODE"
"is required";"CODE"
"verify max channel limit based on server parameters isupport";"IRRE"
"todo refactor this ridiculous nesting of functions and";"CODE"
"classes";"IRRE"
"we joined another chat room than the one";"-"
"we requested initially";"IRRE"
"remove original chat room id from";"CODE"
"joined list since we aren t actually";"META"
"attempting to join this room anymore";"CODE"
"notify waiting threads of finished";"TASK"
"execution";"-"
"the channel that we were forwarded to";"CODE"
"will be handled by the server listener";"-"
"since the channel join was unannounced";"-"
"and we are done here";"CODE"
"in any case issue the local user";"CODE"
"presence since the irc library notified";"CODE"
"us of a successful join we should wait";"-"
"as long as possible though first we need";"CODE"
"to fill the list of chat room members and";"-"
"other chat room properties";"-"
"notify waiting threads of finished";"TASK"
"execution";"-"
"notify waiting threads of finished";"TASK"
"execution";"-"
"wait until async channel join operation has finished";"TASK"
"todo how to handle 480 j channel throttle exceeded";"TASK"
"channel nicks end of list indicates the end of a nick list as";"CODE"
"you will receive when joining a channel this is used as the";"CODE"
"indicator that we have joined a channel now we have to";"-"
"determine whether or not we already know about this";"CODE"
"particular join attempt if not we continue to inform jitsi";"CODE"
"and to create a listener for this new chat room";"CODE"
"synchronize the section that checks then adds a chat";"TASK"
"room this way we can be sure that there are no 2";"CODE"
"simultaneous creation events";"-"
"we aren t currently attempting to join so this join is";"CODE"
"unannounced";"-"
"assuming that at the time that nicks end of list is";"CODE"
"propagated the channel join event has been completely";"CODE"
"handled by ircapi";"CODE"
"when the account has been disabled the chat room may return";"CODE"
"null if that is not the case continue handling";"CODE"
"if for some reason we missed the message that we aren t";"CODE"
"joined anymore to this particular chat room correct";"OUTD"
"our problem asap";"-"
"we need at least 6 components in order to process this";"CODE"
"message correctly so stop processing if this is not the";"CODE"
"case or if this reply was not targeted at this channel";"CODE"
"if there is no change in status do not fire member";"CODE"
"property change event";"-"
"mode change actually caused a role change";"META"
"mode change did not cause an immediate role change";"-"
"display a system message for the mode change";"CODE"
"todo server is now easily fakeable if someone";"TASK"
"calls himself server there should be some other way";"IRRE"
"to represent the server if a message comes from";"CODE"
"something other than a normal chat room member";"-"
"todo created chat room member with creepy empty contact id";"TASK"
"interacting with this contact might screw up other sections";"CODE"
"of code which is not good is there a better way to represent";"-"
"an irc server as a chat room member";"-"
"check for default channel prefix explicitly just in case it isn t";"CODE"
"listed as a channel type";"-"
"user s nick name is determined by the server connection not the";"CODE"
"individual chat rooms";"-"
"todo check if channel status is invite only i if this is the";"CODE"
"case user has to be channel operator in order to be able to invite";"CODE"
"some one";"-"
"as we only send one message per line we ignore empty lines in";"CODE"
"the incoming multi line message";"-"
"first update local state w r t member presence change";"CODE"
"todo currently voice membership";"TASK"
"todo currently voice membership";"TASK"
"todo also register contact address as interesting contact for";"CODE"
"presence status updates at ircconnection presencemanager";"CODE"
"ignore explicit set role operations since we only allow";"IRRE"
"modifications from the irc server";"CODE"
"search own contacts";"-"
"search in subgroups";"-"
"todo implement resolved status based on whether or not the nick name";"TASK"
"is registered and the nick is currently active according to the";"-"
"server i e nickserv";"-"
"for now we consider the contact unresolved";"CODE"
"start control char formatting";"CODE"
"unwind control chars looking for the cancelled control char";"CODE"
"reapply remaining control characters";"CODE"
"query user s whois identity as perceived by the irc server";"CODE"
"this method should be as light weight as possible since it is called";"IRRE"
"from the constructor";"CODE"
"we can only use whois info about ourselves to discover";"-"
"our identity on the irc server so skip other whois";"-"
"replies";"META"
"once the whois reply is processed and the identity is";"-"
