"clean_comment";"label"
"simple inheritance";"-"
"kv code here";"-"
"multiple inheritance";"-"
"kv code here";"-"
"simple inheritance";"-"
"multiple inheritance";"-"
"let s use the new classes in another rule";"CODE"
"a context to pass for the context will be ctx inside template";"CODE"
"a kv definition of the template";"IRRE"
"with only one base class";"IRRE"
"definitions";"IRRE"
"with more than one base class";"IRRE"
"definitions";"IRRE"
"create a template with hello world an image";"IRRE"
"the context values should be passed as kwargs to the builder template";"IRRE"
"function";"CODE"
"create a second template with other information";"IRRE"
"and use icon1 and icon2 as other widget";"-"
"this is the same as before";"CODE"
"now we are using the ctx for the variable part of the template";"CODE"
"you cannot use references other than root";"CODE"
"ctxkey mywidget value fail this references the id";"CODE"
"mywidget";"-"
"not all of the dynamic parts will be understood";"-"
"ctxkey value 1 if root prop1 else value2 even if";"IRRE"
"root prop1 is a property if it changes value ctxkey";"IRRE"
"will not be updated";"CODE"
"directivename options";"-"
"import alias package";"CODE"
"import os os";"CODE"
"import ut kivy utils";"CODE"
"import animation kivy animation animation";"CODE"
"set key expr";"IRRE"
"set my color 4 3 4";"IRRE"
"set my color hl 5 4 5";"IRRE"
"include force file";"CODE"
"test kv";"IRRE"
"include mycomponent kv";"CODE"
"include force mybutton kv";"CODE"
"mycomponent kv";"-"
"include mybutton kv";"CODE"
"mybutton kv";"META"
"late import";"CODE"
"delayed calls are canvas expression triggered during an loop it is one";"IRRE"
"directional linked list of args to call call fn with each element is a list";"IRRE"
"whose last element points to the next list of args to execute when";"CODE"
"builder sync is called";"IRRE"
"it s already on the list";"CODE"
"first remove all the old bound functions from s and down";"CODE"
"find the first attr from which we need to start rebinding";"TASK"
"bind all attrs except last to update intermediates";"CODE"
"if we need to dynamically rebind bindm otherwise just";"TASK"
"add the attr to the list";"TASK"
"fbind should not dispatch otherwise";"-"
"update intermediates might be called in the middle";"CODE"
"here messing things up";"-"
"for the last attr we bind directly to the setting function";"CODE"
"because that attr sets the value of the rule";"IRRE"
"when we rebind we have to update the";"CODE"
"rule with the most recent value otherwise the value might be wrong";"IRRE"
"and wouldn t be updated since we might not have tracked it before";"CODE"
"this only happens for a callback when rebind was true for the prop";"CODE"
"we need a hash for when delayed so we don t execute duplicate canvas";"CODE"
"callbacks from the same handler during a sync op";"IRRE"
"args element key value rule idmap none see delayed start";"IRRE"
"bind every key value";"IRRE"
"bind all attrs except last to update intermediates";"CODE"
"if we need to dynamically rebind bindm otherwise";"TASK"
"just add the attr to the list";"TASK"
"fbind should not dispatch otherwise";"-"
"update intermediates might be called in the middle";"CODE"
"here messing things up";"-"
"for the last attr we bind directly to the setting";"IRRE"
"function because that attr sets the value of the rule";"IRRE"
"uid f fbind keys 1 fn args f is not none";"IRRE"
"remove rules and templates";"-"
"unregister all the dynamic classes";"IRRE"
"put a warning if a file is loaded multiple times";"CODE"
"parse the string";"IRRE"
"merge rules with our rules";"-"
"add the template found by the parser into ours";"TASK"
"register all the dynamic classes";"IRRE"
"create root object is exist";"IRRE"
"save the loaded files only if there is a root without";"CODE"
"template dynamic classes";"IRRE"
"prevent naming clash with whatever the user might be putting into the";"CODE"
"ctx as key";"-"
"in previous versions ctx is passed as is as template ctx";"META"
"preventing widgets in it from be collected by the gc this was";"CODE"
"especially relevant to accordionitem s title template";"CODE"
"widget the current instantiated widget";"-"
"rule the current rule";"CODE"
"rootrule the current root rule for children of a rule";"CODE"
"will collect reference to all the id in children";"CODE"
"extract the context of the rootrule not rule";"-"
"if a template context is passed put it as ctx";"-"
"if we got an id put it in the root rule for a later global usage";"CODE"
"use only the first word as id discard the rest";"-"
"rule id rule id split 1 0 strip";"-"
"set id name as a attribute for root widget so one can in python";"CODE"
"code simply access root widget id name";"-"
"skip on self";"CODE"
"first ensure that the widget have all the properties used in";"-"
"the rule if not they will be created as objectproperty";"IRRE"
"build the widget canvas";"-"
"create children tree";"IRRE"
"depending if the child rule is a template or not we are not";"TASK"
"having the same approach";"-"
"we got a template so extract all the properties and";"-"
"handlers and push them in a ctx dictionary";"-"
"create the template with an explicit ctx";"IRRE"
"reference it on our root rule context";"CODE"
"we got a normal rule construct it manually";"CODE"
"we can t construct it without no builder true because the";"CODE"
"previous implementation was doing the add widget before";"TASK"
"apply and so we could use self parent";"CODE"
"append the properties and handlers to our final resolution task";"CODE"
"clear previously applied rules if asked";"-"
"if we are applying another rule that the root one then it s done for";"CODE"
"normally we can apply a list of properties with a proper context";"-"
"if there s a rule";"-"
"build handlers";"-"
"hack for on parent";"CODE"
"rule finished forget it";"TASK"
"is this try except still needed yes in case widget died in this";"CODE"
"frame after the call was scheduled";"IRRE"
"if fn is none it s not a kivy prop";"-"
"proxy widget is already gone that s cool";"CODE"
"if fn is none it s not a kivy prop";"-"
"proxy widget is already gone that s cool";"CODE"
"main instance of a class builderbase";"CODE"
"import kivy lang builder imported as absolute to avoid circular import";"CODE"
"register cache for creating new classtype template";"CODE"
"all previously included files";"CODE"
"precompile regexp expression";"CODE"
"all the widget handlers used to correctly unbind all the callbacks then the";"IRRE"
"widget is deleted";"CODE"
"proxy app object";"IRRE"
"taken from http code activestate com recipes 496741 object proxying";"CODE"
"clear cached application instance when it stops";"-"
"associated parser";"IRRE"
"line of the rule";"-"
"name of the property";"-"
"value of the property";"IRRE"
"compiled value";"IRRE"
"compilation mode";"-"
"watched keys";"-"
"stats";"-"
"whether previous rules targeting name should be cleared";"-"
"first remove all the string from the value";"CODE"
"detecting how to handle the value according to the key name";"IRRE"
"if we don t detect any string key in it we can eval and give the";"CODE"
"result";"IRRE"
"ok we can compile";"CODE"
"for exec mode we don t need to watch any keys";"CODE"
"now detect obj prop";"-"
"find all the fstrings in the value";"CODE"
"first remove all the string from the value";"CODE"
"idx tmp find";"-"
"detect key value inside value and split them";"IRRE"
"build full dotted attribute path e g root object property";"CODE"
"level of the rule in the kv";"CODE"
"associated parser";"IRRE"
"line of the rule";"-"
"name of the rule";"-"
"list of children to create";"IRRE"
"id given to the rule";"-"
"properties associated to the rule";"-"
"canvas normal";"-"
"canvas before";"CODE"
"canvas after";"-"
"handlers associated to the rule";"-"
"properties cache list mark which class have already been checked";"CODE"
"indicate if any previous rules should be avoided";"CODE"
"check first if the widget class already been processed by this rule";"CODE"
"if the very first name start with a avoid previous rules";"CODE"
"new class creation";"CODE"
"ensure the name is correctly written";"-"
"save the name in the dynamic classes dict";"CODE"
"classical selectors";"CODE"
"if include force path with quotes around";"CODE"
"resolve the whole thing";"CODE"
"read and parse the lines of the file";"IRRE"
"strip all comments";"-"
"execute directives";"CODE"
"get object from the first level";"CODE"
"precompile rules tree";"CODE"
"after parsing there should be no remaining lines";"CODE"
"or there s an error we did not catch earlier";"CODE"
"i e a comment line s first non whitespace character must be a";"TASK"
"extract directives";"-"
"if stripped 2";"-"
"if stripped 1";"-"
"get the number of space";"-"
"replace any tab with 4 spaces";"-"
"first indent designates the indentation";"IRRE"
"level finished";"TASK"
"current level create an object";"IRRE"
"not x 1 lstrip startswith";"-"
"if it s not a root rule then we got some restriction";"CODE"
"aka a valid name without point or everything else";"CODE"
"next level is it a property or an object";"IRRE"
"it s a class add to the current object as a children";"IRRE"
"it s a property";"-"
"if ignore prev it wasn t consumed";"-"
"two more levels";"-"
"too much indentation invalid";"OUTD"
"check the next line";"-"
"ruff noqa";"-"
"ddsurfacedesc2 dwflags";"-"
"ddpixelformat dwflags";"CODE"
"ddscaps2 dwcaps1";"-"
"ddscaps2 dwcaps2";"-"
"common fourcc codes";"-"
"read header";"CODE"
"depack";"-"
"check header validity";"CODE"
"first image set defaults";"IRRE"
"ruff noqa";"-"
"load library";"CODE"
"from linux input h";"CODE"
"mtdev code slot 0x2f mt slot being modified";"-"
"mtdev code touch major 0x30 major axis of touching ellipse";"-"
"mtdev code touch minor 0x31 minor axis omit if circular";"-"
"mtdev code width major 0x32 major axis of approaching ellipse";"-"
"mtdev code width minor 0x33 minor axis omit if circular";"-"
"mtdev code orientation 0x34 ellipse orientation";"-"
"mtdev code position x 0x35 center x ellipse position";"-"
